"Nurture Quest: ID","Nurture Quest: Quest Title","Start Date","Archived Date","Language","Status","Producer","Nurture Quest: Owner Name","Program","Country"
"a0S7y000001WHOX","FY25Q3_SMB_Starter_Demo-Nurture_US","8/8/2024","","English","Active","Hassan Khider","Juliana Ko","Sales Cloud Essentials","United States"
"a0S7y000001Z66n","FY25 Platform - Go Crush Nurture Stream 2","8/15/2024","","English","Active","Sara Miller","Tiffeni Woodhams","Platform","United States"
"a0S7y000001U1XZ","Data Cloud Post Event Nurture - Prospects","8/19/2024","","English","Active","Sian Desmond","Emma Herrig","Data 360","United States"
"a0S7y000001WtX3","Data Cloud Post Event Nurture - Customers","8/19/2024","","English","Active","Sian Desmond","Emma Herrig","Data 360","United States"
"a0S7y000001a9HG","Marketing Cloud FINs Nurture","8/19/2024","","English","Active","Melissa Dryer","Melissa Dryer","Marketing Cloud (Email)","United States"
"a0S7y000001eDh7","FY25Q3 Non-Core Leads Conversion CMRCL+","9/9/2024","","English","Active","Hailey Phan","Julien Soulard","Einstein AI","United States"
"a0S7y000001ihv7","FY25Q3_SMB_Starter-Closed-Oppty-Nurture_US","10/7/2024","","English","Active","Hassan Khider","Juliana Ko","Sales Cloud Essentials","United States"
"a0S7y000001lGTl","CC DF24 - CC Attendee/No Show/SF+ Audience","10/9/2024","","English","Active","Ryan See","Janani Meenakshi","Agentforce Commerce","United States"
"a0S7y000001lrwL","ConsensusQ | FINS | Insurance | Data Cloud","10/14/2024","","English","Active","George Sayah","Kyle Maudlin","Data 360","United States"
"a0S7y000001lKQv","CC DF24 - Open Oppty Audience - Single Email Nurture","10/15/2024","","English","Active","Ryan See","Janani Meenakshi","Agentforce Commerce","United States"
"a0S7y000001nmpJ","ConsensusQ | FINS | Cross Sector | Agentforce","10/17/2024","","English","Active","George Sayah","Valerie Le","Einstein AI","United States"
"a0S7y0000020SO9","FY25Q4 Non-Core Leads Conversion CMRCL+","11/11/2024","","English","Active","Christopher Stratton","Julien Soulard","Einstein AI","United States"
"a0S7y0000029lzR","MCAE Nurture (Q4 FY25)","11/15/2024","","English","Active","Melissa Dryer","Metrifa Williams","Marketing Cloud (Email)","United States"
"a0S7y000002HNbl","Marketing + Service Nurture (Q4 FY25)","12/11/2024","","English","Active","Melissa Dryer","Aaron Rohrer","Marketing Cloud (Email)","United States"
"a0S7y000002J0WD","Marketing Cloud Growth & Advanced Nurture (Q4 FY25)","1/7/2025","","English","Active","Melissa Dryer","Aaron Rohrer","Marketing Cloud (Pardot)","United States"
"a0S7y000002MoHx","MCE Pipe Get Well Email Nurture","1/7/2025","","English","Active","Melissa Dryer","Dominic Vrana","Marketing Cloud (Email)","United States"
"a0S7y000002J0xd","Marketing Cloud & Data Cloud Joint Nurture (Q4 FY25)","1/16/2025","","English","Active","Melissa Dryer","Aaron Rohrer","Marketing Cloud (Email)","United States"
"a0S7y000002Qob7","FY25Q4_SMB_General-Sales-Nurture_US","1/27/2025","","English","Active","Hassan Khider","Juliana Ko","Agentforce Sales","United States"
"a0S7y000002Rvx7","FY26Q1 Agentforce Nurture","2/10/2025","","English","Active","Christopher Stratton","Julien Soulard","Agentforce","United States"
"a0S7y000002SEWj","Agentforce Email Nurture V2","2/17/2025","","English","Active","Sian Desmond","Nathalie Salhi","Agentforce","United States"
"a0S7y000002S2Tx","Marketing Intelligence Nurture (Q1 FY26)","3/18/2025","","English","Active","Melissa Dryer","Aaron Rohrer","Marketing Cloud (Email)","United States"
"a0S7y000002vrXt","FY26Q1_Foundations_webinar_nurture","3/24/2025","","English","Active","Melissa Dryer","Kavea S Abhishek","Sales Cloud Essentials","United States"
"a0S7y000003iRvd","Agentic Marketing in Healthcare Demo","4/14/2025","","English","Active","Melissa Dryer","Ashley Spencer","Marketing Cloud (Email)","United States"
"a0S7y000003ihM5","Agentic Marketing in Financial Services Demo","4/14/2025","","English","Active","Melissa Dryer","Ashley Spencer","Marketing Cloud (Email)","United States"
"a0S7y000005BpnV","FY26 H2 Pro Serv Nurture Journey","4/29/2025","","English","Active","Setareh Fathi","Gonzalo Villacorta","Agentforce","United States"
"a0S7y000003xq45","FY26Q2_SMB General-Service-Nurture_US","5/19/2025","","English","Active","Hassan Khider","Kristie Poon","Agentforce Service","United States"
"a0S7y000003zMgD","Gartner CSO - SPM Follow Up Email","5/22/2025","","English","Active","Natalie Melnick","Brindley Mize","Sales Performance Management","United States"
"a0S7y000003yxeb","B2B Commerce Nurture V2","5/26/2025","","English","Active","Melissa Dryer","Ashley Spencer","Agentforce Commerce","United States"
"a0S7y0000041dHx","FY26Q2: Sales Cloud CMRCL New Logo Nurture","6/2/2025","","English","Active","Melissa Dryer","Brindley Mize","Agentforce Sales","United States"
"a0S7y0000042Vv3","FY26 Service x Retail Nurture","6/2/2025","","English","Active","Hassan Khider","Dominic Vrana","Agentforce Service","United States"
"a0S7y000004OCvN","FY26 ECRE Field Service Nurture","7/15/2025","","English","Active","Ray Liang","Gonzalo Villacorta","Agentforce Field Service","United States"
"a0S7y000004PNDd","FY26 TTH Service Cloud Nurture Journey","7/17/2025","","English","Active","Ray Liang","Gonzalo Villacorta","Agentforce Service","United States"
"a0S7y000004LABl","All Commerce Nurture V2","7/18/2025","","English","Active","Melissa Dryer","Ashley Spencer","Agentforce Commerce","United States"
"a0S7y000004QQZF","FY26 ProServ Service Cloud Nurture","7/21/2025","","English","Active","Ray Liang","Gonzalo Villacorta","Agentforce Service","United States"
"a0S7y000004X9zt","DS: ALM Main Nurture","7/30/2025","","English","Active","Ryan See","Andrea Vidal","Platform","United States"
"a0S7y000004SGdp","TS: Admin Persona Nurture","7/31/2025","","English","Active","Ryan See","Andrea Vidal","Platform","United States"
"a0S7y000004Ze9x","Agentforce MKTG: Ready-to-use Agents Playlist (FINS version)","8/8/2025","","English","Active","Melissa Dryer","Ashley Spencer","Marketing Cloud (Email)","United States"
"a0S7y000004b4C1","TS: DLP Main Nurture","8/14/2025","","English","Active","Ryan See","Jenn Smith","Platform","United States"
"a0S7y000004b2zp","FY26 H2 Tech Platform Nurture","8/15/2025","","English","Active","Karin Cayia","Gonzalo Villacorta","Platform","United States"
"a0S7y000004ivoH","9th Edition State of Marketing Report - Financial Services","9/15/2025","","English","Active","Melissa Dryer","Ashley Spencer","Marketing Cloud (Email)","United States"
"a0S7y000004j45B","9th Edition State of Marketing Report - Healthcare","9/15/2025","","English","Active","Melissa Dryer","Ashley Spencer","Marketing Cloud (Email)","United States"
"a0S7y000004jMgP","Loyalty Free Trial Nurture","9/16/2025","","English","Active","Melissa Dryer","Ashley Spencer","Marketing Cloud (Email)","United States"
"a0S7y000005CPar","FY26 H2 TTH Nurture Journey","10/29/2025","","English","Active","Setareh Fathi","Gonzalo Villacorta","Agentforce","United States"
"a0S7y000005CWu5","DF'25 Agentforce Commerce Follow-up Nurture","10/29/2025","","English","Active","Melissa Dryer","Ashley Spencer","Agentforce Commerce","United States"
"a0S7y0000055XRv","FY26 Success Plans Dreamforce Follow-Up Agentforce Single Send","10/30/2025","","English","Active","Melissa Dryer","Sydney Denlow","Agentforce","United States"
"a0S7y000005DPAb","Sales Cloud SPM Pipe Gen Nurture Q4 Update","11/5/2025","","English","Active","Karin Cayia","Jessica Cyr","Sales Performance Management","United States"
"a0S7y0000059FmX","DF25:FollowUp-NurtureQuest","11/6/2025","","English","Active","Ryan See","Dr. Venita Valencia","Platform","United States"
"a0S7y000005R2R4","FY26 Retail Middle/Bottom of Funnel Nurture","11/11/2025","","English","Active","Hassan Khider","Dominic Vrana","Agentforce","United States"
"a0S7y000005RZlB","FY26 Consumer Goods Middle/Bottom of Funnel Nurture","11/11/2025","","English","Active","Hassan Khider","Dominic Vrana","Agentforce","United States"
"a0S7y000005Su61","FY26 Manufacturing Middle/Bottom of Funnel Nurture","11/12/2025","","English","Active","Natalie Leung","Dominic Vrana","Agentforce","United States"
"a0S7y000005SuFh","FY26 Auto Middle/Bottom of Funnel Nurture","11/12/2025","","English","Active","Natalie Leung","Dominic Vrana","Agentforce","United States"
"a0S7y000005SuKX","FY26 E&U Middle/Bottom of Funnel Nurture","11/12/2025","","English","Active","Natalie Leung","Dominic Vrana","Agentforce","United States"
"a0S7y000005Tu7B","FY26Q4 Field Service Nurture","11/14/2025","","English","Active","Ray Liang","Jaclyn Agui-Biggs","Agentforce Field Service","United States"
"a0S7y000005VTKb","CBS Agentforce Nurture","11/19/2025","","English","Active","Setareh Fathi","Gonzalo Villacorta","Agentforce","United States"
"a0S7y000005azbZ","Data360 + Foundations 12/3 Webinar Follow Up","12/3/2025","","English","Active","Hassan Khider","Juliana Ko","Data 360","United States"
"a0S7y000005aJFl","Commerce Shopify Compete Nurture","12/4/2025","","English","Active","Melissa Dryer","Ashley Spencer","Agentforce Commerce","United States"
"a0S7y000005WmGM","Agentforce Marketing Nurture","12/8/2025","","English","Active","Melissa Dryer","Ashley Spencer","Marketing Cloud (Email)","United States"
"a0S7y000005UeoL","B2C Commerce Pipe Mat Nurture - Q4 Updates","12/11/2025","","English","Active","Karin Cayia","Jessica Cyr","Agentforce Commerce","United States"
"a0S7y000005hLUX","FY26 Success Plans World Tour Follow-Up Email Nurture","12/16/2025","","English","Active","Melissa Dryer","Sydney Denlow","Agentforce","United States"
"a0S7y000004nEcD","FY26 SF on SF Agentforce for Service Nurture","12/18/2025","","English","Active","Natalie Leung","Jaclyn Agui-Biggs","Agentforce Service","United States"
"a0S7y000005sH5p","FY26Q4 Partner Cloud Nurture - General (US)","1/6/2026","","English","Active","Ray Liang","Brindley Mize","Sales Cloud PRM","United States"
"a0S7y000005wKcz","AI & Digital Service Pipe Mat Q4","1/7/2026","","English","Active","Karin Cayia","Jessica Cyr","Agentforce Service","United States"
"a0S7y0000060qKv","FY27 US Agentforce For Sales Nurture","1/21/2026","","English","Active","Ray Liang","Brindley Mize","Agentforce Sales","United States"
"a0S7y00000679hR","FY26 Agentforce Sales Email Integration Email 1","1/28/2026","","English","Active","Melissa Dryer","Choi Chow","Agentforce Sales","United States"
"a0S7y000006F97Z","Sales Cloud Email Integration CSG Adoption Nurture- Feature Enabled","2/5/2026","","English","Active","Melissa Dryer","Choi Chow","Agentforce Sales","United States"
"a0S7y000006Vajh","FY27 Tech TOFU Nurture","3/2/2026","","English","Active","Setareh Fathi","Gonzalo Villacorta","Agentforce","United States"
"a0S7y000006WKHt","Pink26 ITSM Nurture - Scanned Leads","3/3/2026","","English","Active","Natalie Leung","Jaclyn Agui-Biggs","Agentforce Service","United States"
"a0S7y000006XBaj","Pink26 ITSM Nurture - Non-Scanned Leads","3/3/2026","","English","Active","Natalie Leung","Jaclyn Agui-Biggs","Agentforce Service","United States"
"a0S7y000006e4fl","MCE/Convergence (6-12 Month Renewals) Nurture","3/12/2026","","English","Active","Melissa Dryer","Ashley Spencer","Marketing Cloud (Email)","United States"
"a0S7y000007eHhF","MCE/Convergence (6-12 Month Renewals) Nurture SMB","3/12/2026","","English","Active","Hassan Khider","Juliana Ko","Marketing Cloud (Email)","United States"
"a0S7y000006lyuv","FY27Q1_AF in Suites_Free_NQ","3/18/2026","","English","Active","Hassan Khider","Kavea S Abhishek","Sales Cloud Essentials","United States"
"a0S7y000008KYTx","FY27Q2_BDR Support Nurture","3/23/2026","","English","Active","Karin Cayia","Julien Soulard","Agentforce","United States"
"a0S7y000007VeLJ","MCAE/Convergence (6-12 Month Renewals) Nurture","4/2/2026","","English","Active","Melissa Dryer","Ashley Spencer","Marketing Cloud (Email)","United States"
"a0S7y0000082a1B","MCAE/Convergence (6-12 Month Renewals) Nurture - SMB","4/2/2026","","English","Active","Hassan Khider","Juliana Ko","Marketing Cloud (Email)","United States"
"a0S7y000007gSWv","FY27 Comms BOFU Service Nurture","4/3/2026","","English","Active","Ray Liang","Gonzalo Villacorta","Agentforce Service","United States"
"a0S7y000007g2hJ","FY27 Service Web Trigger Nurture","4/9/2026","","English","Active","Natalie Leung","Jaclyn Agui-Biggs","Agentforce Service","United States"
"a0S7y000007xNe5","FY27Q1_US_GFM_Agentforce_Nurture_new-post-event-campaign--nurture","4/22/2026","","English","Active","Sian Desmond","Raluca Oltean-Revel","Agentforce","United States"
"a0S7y000007zDZ0","FY27 Core Service Prospect Nurture","4/24/2026","","English","Active","Natalie Leung","Jaclyn Agui-Biggs","Agentforce Service","United States"
"a0S7y0000080cDZ","FY26 Core Service Cross-sell/MOFU Nurture","4/27/2026","","English","Active","Natalie Leung","Jaclyn Agui-Biggs","Agentforce Service","United States"
"a0S7y000007yqir","SMB Q1 LeadScore Email Nurture - Marketing","4/30/2026","","English","Active","Hassan Khider","Sara Dodd","Sales Cloud Essentials","United States"
"a0S7y000007yqnh","SMB Q1 LeadScore Email Nurture - Service","4/30/2026","","English","Active","Hassan Khider","Sara Dodd","Sales Cloud Essentials","United States"
"a0S7y000007yqu9","SMB Q1 LeadScore Email Nurture - Sales","4/30/2026","","English","Active","Hassan Khider","Sara Dodd","Sales Cloud Essentials","United States"
"a0S7y000007yqxN","SMB Q1 LeadScore Email Nurture - Default(Agentforce)","4/30/2026","","English","Active","Hassan Khider","Sara Dodd","Sales Cloud Essentials","United States"
"a0S7y0000073BCb","FY27_BDR Evergreen Nurture_Sales","5/1/2026","","English","Active","Karin Cayia","Julien Soulard","Agentforce Sales","United States"
"a0S7y0000073Bm5","FY27_BDR Evergreen Nurture_Commerce","5/1/2026","","English","Active","Karin Cayia","Julien Soulard","Agentforce Commerce","United States"
"a0S7y0000073Cbh","FY27_BDR Evergreen Nurture_Marketing","5/1/2026","","English","Active","Karin Cayia","Julien Soulard","Marketing Cloud (Email)","United States"
"a0S7y0000073D6L","FY27_BDR Evergreen Nurture_Service","5/1/2026","","English","Active","Karin Cayia","Julien Soulard","Agentforce Service","United States"
"a0S7y000007oHb7","FY27-Q2-SMB-Agentic-Enterprise","5/4/2026","","English","Active","Hassan Khider","Sara Dodd","Agentforce","United States"
"a0S7y0000083gXZ","FY27 Holiday x Commerce Nurture","5/4/2026","","English","Active","Hassan Khider","Dominic Vrana","Agentforce Commerce","United States"
"a0S7y0000087LMT","FY27 Holiday x Marketing Nurture","5/4/2026","","English","Active","Hassan Khider","Dominic Vrana","Marketing Cloud (Email)","United States"
"a0S7y0000089QrV","SMB Launchpad Startup Summit","5/11/2026","","English","Active","Hassan Khider","Juliana Ko","Agentforce","United States"
"a0S7y0000089rwX","FY27 US_GFM_Agentforce Commerce_B2C Commerce NurtureV3","5/11/2026","","English","Active","Stephen Clarke","Stephen Clarke","Agentforce Commerce","United States"
"a0S7y000008Migv","FY27 US_GFM_Agentforce Commerce_Shopify Compete Nurture (extended)","5/11/2026","","English","Active","Stephen Clarke","Stephen Clarke","Agentforce Commerce","United States"
"a0S7y0000089QTJ","FY27 SMB Scale Smarter Email Nurture AMER - Service Install base -> Marketing","5/13/2026","","English","Active","Hassan Khider","Sara Dodd","Service Cloud Essentials","United States"
"a0S7y0000089T1N","FY27 SMB Scale Smarter Email Nurture AMER - Marketing Install base -> Service","5/13/2026","","English","Active","Hassan Khider","Sara Dodd","Service Cloud Essentials","United States"
"a0S7y000008DcUH","TDX26:Platform Follow-Up","5/14/2026","","English","Active","Ryan See","Dr. Venita Valencia","Platform","United States"
"a0S7y000008ELZR","FY27 US_GFM_Agentforce Commerce_Storefront Next Launch Webinar","5/14/2026","","English","Active","Stephen Clarke","Stephen Clarke","Agentforce Commerce","United States"
"a0S7y000008F40H","FY27 Comms BOFU Sales Nurture","5/14/2026","","English","Active","Ray Liang","Gonzalo Villacorta","Agentforce Sales","United States"
"a0S7y000008Egqn","FY27 RCG x Service Nurture","5/18/2026","","English","Active","John Moore","Dominic Vrana","Agentforce Service","United States"
"a0S7y000008SFxB","SMB_Q2_Agentforce-Sales_Prospecting","6/8/2026","","English","Active","Hassan Khider","Sara Dodd","Agentforce Sales","United States"
"a0S7y000008VTU9","FY27Q2 Service Portals Nurture - V2","6/9/2026","","English","Active","Karin Cayia","Jessica Cyr","Agentforce Service","United States"
"a0S7y000008TQwz","FY27 Q2 Developer Services Nurture","6/15/2026","","English","Active","Ryan See","Jenn Smith","Platform","United States"
"a0S7y000008VoK5","FY27-Q2-SMB-Product-Signal-High-Intent-AMER-Pilot","6/15/2026","","English","Active","Hassan Khider","Sara Dodd","Agentforce","United States"
